Country Name,Country Code,Series Name,Series Code,Year,Value
St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,2022,28870.0
St. Vincent and the Grenadines,VCT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,8532.7381341339
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,3.1108330034352
St. Vincent and the Grenadines,VCT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,14.6172883881669
St. Vincent and the Grenadines,VCT,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,1.24551672775023
St. Vincent and the Grenadines,VCT,Forest area (% of land area),AG.LND.FRST.ZS,2022,73.1794871794872
St. Vincent and the Grenadines,VCT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2022,5.1
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
St. Vincent and the Grenadines,VCT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,90.4
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,2022,102046.0
Sudan,SDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,973.225280761719
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,-0.957816591119183
Sudan,SDN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,4.8714017457712
Sudan,SDN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,0.434223310830335
Sudan,SDN,Forest area (% of land area),AG.LND.FRST.ZS,2022,9.64400428265525
Sudan,SDN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,411.780538179181
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,63.2
Sudan,SDN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,68.2
Sudan,SDN,"Population, total",SP.POP.TOTL,2022,49383346.0
Suriname,SUR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,7081.33357325783
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,2.40622235601218
Suriname,SUR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,42.2305173267347
Suriname,SUR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,4.59397526172885
Suriname,SUR,Forest area (% of land area),AG.LND.FRST.ZS,2022,94.5238739770656
Suriname,SUR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,1738.82345454805
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,99.0
Suriname,SUR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,95.4
Suriname,SUR,"Population, total",SP.POP.TOTL,2022,623164.0
Sweden,SWE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,54304.1877501033
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,1.25543620445816
Sweden,SWE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,23.7592056275214
Sweden,SWE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,3.59996303974629
Sweden,SWE,Forest area (% of land area),AG.LND.FRST.ZS,2022,68.6996660773915
Sweden,SWE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,4323.66572139304
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
Sweden,SWE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,100.0
Sweden,SWE,"Population, total",SP.POP.TOTL,2022,10486941.0
Switzerland,CHE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,90605.019427268
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,3.04406102969423
Switzerland,CHE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,24.5433816560689
Switzerland,CHE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,3.92846693573085
Switzerland,CHE,Forest area (% of land area),AG.LND.FRST.ZS,2022,32.2956707010417
Switzerland,CHE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,2591.92141040481
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
Switzerland,CHE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,100.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,2022,8777088.0
Syrian Arab Republic,SYR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,712.272278200037
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,0.732781301861365
Syrian Arab Republic,SYR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,12.0009587036365
Syrian Arab Republic,SYR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,1.38747039300249
Syrian Arab Republic,SYR,Forest area (% of land area),AG.LND.FRST.ZS,2022,2.84267276588793
Syrian Arab Republic,SYR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,454.532086054546
Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,89.0
Syrian Arab Republic,SYR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,90.1
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,2022,22462173.0
Tajikistan,TJK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,1325.75545290849
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,8.00000033846364
Tajikistan,TJK,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,34.702580856427
Tajikistan,TJK,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,0.938950260561987
Tajikistan,TJK,Forest area (% of land area),AG.LND.FRST.ZS,2022,3.06794437639599
Tajikistan,TJK,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,375.197095148471
Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
Tajikistan,TJK,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,86.9
Tajikistan,TJK,"Population, total",SP.POP.TOTL,2022,10182222.0
Tanzania,TZA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,1070.58532714844
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,4.56600576430955
Tanzania,TZA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,27.6848111756783
Tanzania,TZA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,0.323161976851185
Tanzania,TZA,Forest area (% of land area),AG.LND.FRST.ZS,2022,50.5836531948521
Tanzania,TZA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,405.146314827946
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,45.8
Tanzania,TZA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,8.7
Tanzania,TZA,"Population, total",SP.POP.TOTL,2022,64711821.0
Thailand,THA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,6278.7855138276
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,2.58037874709827
Thailand,THA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,35.1217577031461
Thailand,THA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,3.963374866518
Thailand,THA,Forest area (% of land area),AG.LND.FRST.ZS,2022,38.7578539411615
Thailand,THA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,1867.46968312053
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,99.9
Thailand,THA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,86.0
Thailand,THA,"Population, total",SP.POP.TOTL,2022,71735329.0
Timor-Leste,TLS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,1579.71085276403
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,-20.5224785561874
Timor-Leste,TLS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,54.5122451931824
Timor-Leste,TLS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,0.50726833881669
Timor-Leste,TLS,Forest area (% of land area),AG.LND.FRST.ZS,2022,61.7552118359112
Timor-Leste,TLS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2022,11.4
Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,99.7
Timor-Leste,TLS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,17.8
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,2022,1369295.0
Togo,TGO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,861.508010803054
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,6.29443692019429
Togo,TGO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,21.2257076314374
Togo,TGO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,0.286520909623578
Togo,TGO,Forest area (% of land area),AG.LND.FRST.ZS,2022,22.1244714101857
Togo,TGO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,425.402321106605
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,57.2
Togo,TGO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,12.3
Togo,TGO,"Population, total",SP.POP.TOTL,2022,9089738.0
Tonga,TON,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,4533.96790206106
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,-2.12854452405193
Tonga,TON,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,17.2421442273298
Tonga,TON,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,1.53652824584452
Tonga,TON,Forest area (% of land area),AG.LND.FRST.ZS,2022,12.4305555555556
Tonga,TON,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2022,2.3
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
Tonga,TON,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,88.6
Tonga,TON,"Population, total",SP.POP.TOTL,2022,105042.0
Trinidad and Tobago,TTO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,15712.230497272
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,0.86126082651883
Trinidad and Tobago,TTO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,45.6757832765475
Trinidad and Tobago,TTO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,20.8660094230143
Trinidad and Tobago,TTO,Forest area (% of land area),AG.LND.FRST.ZS,2022,44.317738791423
Trinidad and Tobago,TTO,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,11038.4068472239
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
Trinidad and Tobago,TTO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,100.0
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,2022,1365805.0
Tunisia,TUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,3986.54558325666
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,2.75228761004381
Tunisia,TUN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,25.9624438396638
Tunisia,TUN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,2.50498913554161
Tunisia,TUN,Forest area (% of land area),AG.LND.FRST.ZS,2022,4.54293254376931
Tunisia,TUN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,956.041118887201
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
Tunisia,TUN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,99.9
Tunisia,TUN,"Population, total",SP.POP.TOTL,2022,12119334.0
Turkiye,TUR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,14273.5747654873
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,5.44122511322401
Turkiye,TUR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,30.890102398727
Turkiye,TUR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,5.22956172007378
Turkiye,TUR,Forest area (% of land area),AG.LND.FRST.ZS,2022,29.2768733027559
Turkiye,TUR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,1841.55630679263
Turkiye,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
Turkiye,TUR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,95.3
Turkiye,TUR,"Population, total",SP.POP.TOTL,2022,84979913.0
Turkmenistan,TKM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,7551.03650143157
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,6.19999993621698
Turkmenistan,TKM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,40.4477669790021
Turkmenistan,TKM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,14.0053384467054
Turkmenistan,TKM,Forest area (% of land area),AG.LND.FRST.ZS,2022,8.78215904496414
Turkmenistan,TKM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,5625.64523686666
Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
Turkmenistan,TKM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,99.8
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,2022,7230193.0
Turks and Caicos Islands,TCA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,48307.3079245499
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,14.0871234168153
Turks and Caicos Islands,TCA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,10.0498633655924
Turks and Caicos Islands,TCA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,4.8094749929112
Turks and Caicos Islands,TCA,Forest area (% of land area),AG.LND.FRST.ZS,2022,11.0736842105263
Turks and Caicos Islands,TCA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2022,0.8
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,99.9
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,2022,45847.0
Tuvalu,TUV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,4515.29701517492
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,0.677309361438304
Tuvalu,TUV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,0.0
Tuvalu,TUV,Forest area (% of land area),AG.LND.FRST.ZS,2022,33.3333333333333
Tuvalu,TUV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2022,5.2
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
Tuvalu,TUV,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,76.75
Tuvalu,TUV,"Population, total",SP.POP.TOTL,2022,9992.0
Uganda,UGA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,933.094056370423
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,4.58802192181773
Uganda,UGA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,26.7661486333726
Uganda,UGA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,0.168117583772769
Uganda,UGA,Forest area (% of land area),AG.LND.FRST.ZS,2022,11.2477114502294
Uganda,UGA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,482.821621536668
Uganda,UGA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2022,90.9
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,47.1
Uganda,UGA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,1.6
Uganda,UGA,"Population, total",SP.POP.TOTL,2022,47312719.0
Ukraine,UKR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,1874.66296386719
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,-28.7585842155085
Ukraine,UKR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,18.0108316024427
Ukraine,UKR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,2.90739555971061
Ukraine,UKR,Forest area (% of land area),AG.LND.FRST.ZS,2022,16.7449085260614
Ukraine,UKR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,1479.47224953939
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
Ukraine,UKR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,95.1
Ukraine,UKR,"Population, total",SP.POP.TOTL,2022,41048766.0
United Arab Emirates,ARE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,41828.5553298104
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,7.51448425801082
United Arab Emirates,ARE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,49.3332992568668
United Arab Emirates,ARE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,19.3731459635094
United Arab Emirates,ARE,Forest area (% of land area),AG.LND.FRST.ZS,2022,4.46775556181357
United Arab Emirates,ARE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,8335.80957162683
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
United Arab Emirates,ARE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,100.0
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,2022,10074977.0
United Kingdom,GBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,48433.009835767
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,5.14970388522993
United Kingdom,GBR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,16.8198596717719
United Kingdom,GBR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,4.80733240636649
United Kingdom,GBR,Forest area (% of land area),AG.LND.FRST.ZS,2022,13.2554871243748
United Kingdom,GBR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,2254.36941582721
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
United Kingdom,GBR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,100.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,2022,67604000.0
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,63886.1317069841
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,2.51237531986017
United States,USA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,14.4177148825165
United States,USA,Forest area (% of land area),AG.LND.FRST.ZS,2022,33.8669264120375
United States,USA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,6511.68841394546
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
United States,USA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,100.0
United States,USA,"Population, total",SP.POP.TOTL,2022,334017321.0
Uruguay,URY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,18228.3558443761
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,4.48622703072073
Uruguay,URY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,17.7086542108617
Uruguay,URY,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,2.38667285182486
Uruguay,URY,Forest area (% of land area),AG.LND.FRST.ZS,2022,11.8443606444978
Uruguay,URY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,1626.06034935571
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
Uruguay,URY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,100.0
Uruguay,URY,"Population, total",SP.POP.TOTL,2022,3390913.0
Uzbekistan,UZB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,3576.71552716054
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,6.00134232203442
Uzbekistan,UZB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,31.4813507507112
Uzbekistan,UZB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,3.68952648984493
Uzbekistan,UZB,Forest area (% of land area),AG.LND.FRST.ZS,2022,8.49046413042492
Uzbekistan,UZB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,1381.80448771676
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
Uzbekistan,UZB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,79.0
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,2022,34938955.0
Vanuatu,VUT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,2740.27545530661
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,5.18622862422562
Vanuatu,VUT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,7.37210563507584
Vanuatu,VUT,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,0.865368028979767
Vanuatu,VUT,Forest area (% of land area),AG.LND.FRST.ZS,2022,36.2838392124692
Vanuatu,VUT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2022,25.0
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,71.6
Vanuatu,VUT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,19.3
Vanuatu,VUT,"Population, total",SP.POP.TOTL,2022,313046.0
"Venezuela, RB",VEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,1379.97778822986
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,8.00091310654791
"Venezuela, RB",VEN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,3.26104790565291
"Venezuela, RB",VEN,Forest area (% of land area),AG.LND.FRST.ZS,2022,52.2949719403662
"Venezuela, RB",VEN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,1478.06434305688
"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
"Venezuela, RB",VEN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,93.9
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,2022,28213017.0
Viet Nam,VNM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,3617.66311465012
Viet Nam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,8.53750046755788
Viet Nam,VNM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,38.4823612398341
Viet Nam,VNM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,3.45101965872917
Viet Nam,VNM,Forest area (% of land area),AG.LND.FRST.ZS,2022,47.203321964464
Viet Nam,VNM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2022,1023.0571362687
Viet Nam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
Viet Nam,VNM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,98.1
Viet Nam,VNM,"Population, total",SP.POP.TOTL,2022,99680655.0
Virgin Islands (U.S.),VIR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,36983.431060272
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,-1.31123206333498
Virgin Islands (U.S.),VIR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2022,0.0018972991945964
Virgin Islands (U.S.),VIR,Forest area (% of land area),AG.LND.FRST.ZS,2022,57.7428571428571
Virgin Islands (U.S.),VIR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2022,5.9
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100.0
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,2022,105413.0
West Bank and Gaza,PSE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2022,3099.9609010368
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,4.08276027347105
West Bank and Gaza,PSE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2022,17.3927108606611
West Bank and Gaza,PSE,Forest area (% of land area),AG.LND.FRST.ZS,2022,1.68298755186722
